Virus name,Pango lineage,Collection date,D614G,N501Y,A570D,P681H,T716I,S982A,D1118H,del69/70,del144
hCoV-19/USA/IL-CDC-QDX22026771/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22025473/2021,B.1.2,2021-02-11,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22026344/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22025370/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22026472/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22026789/2021,B.1.1.434,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22025454/2021,B.1.596,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000012295/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000012482/2021,B.1.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000012588/2021,B.1.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000012775/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000012869/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000013409/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000013419/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000013439/2021,B.1.2,2021-02-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086721/2021,B.1.1.519,2021-02-16,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22082721/2021,B.1.609,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22087426/2021,B.1.311,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22082913/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22083197/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22087534/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22084086/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22082537/2021,B.1.1.222,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22085928/2021,B.1.596,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086541/2021,P.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22085715/2021,B.1.427,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22085746/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086423/2021,B.1.311,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22082912/2021,B.1.427,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086795/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22085968/2021,B.1.596,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086758/2021,B.1.429,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086070/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22085313/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22087151/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086027/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22082835/2021,B.1.2,2021-02-16,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22083113/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22082615/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22083089/2021,B.1.1.316,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22084154/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086799/2021,B.1.427,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22087531/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22085874/2021,B.1.1.519,2021-02-16,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22083111/2021,B.1.429,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22086227/2021,B.1.2,2021-02-16,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22087309/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22083185/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22083881/2021,B.1.2,2021-02-09,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055271/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055001/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055058/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055005/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055144/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22052858/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055002/2021,B.1.2,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054998/2021,B.1.2,2021-02-14,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055223/2021,B.1.429,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6678/2021,P.1.1,2021-02-11,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6668/2021,B.1.568,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6664/2021,B.1.526,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6667/2021,B.1,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6670/2021,B.1.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6671/2021,B.1.582,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6672/2021,B.1.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6673/2021,P.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6657/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6658/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6659/2021,B.1.1.519,2021-02-10,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-NM-6660/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6661/2021,B.1.596,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6662/2021,B.1.400,2021-02-10,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-NM-6663/2021,B.1.429,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6666/2021,B.1.429,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6689/2021,B.1.429,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6656/2021,B.1.243,2021-02-10,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-NM-6675/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6676/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6677/2021,B.1.234,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6679/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6680/2021,B.1,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6674/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6687/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-NM-6686/2021,B.1.234,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22028199/2021,P.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22027046/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22027104/2021,B.1.1.519,2021-02-11,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029503/2021,B.1.429,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22027062/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22028347/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029559/2021,B.1.1.518,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22031425/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22030444/2021,B.1.361,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029169/2021,B.1.2,2021-02-11,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029780/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22027769/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029575/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029668/2021,B.1.429,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22031006/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22030144/2021,B.1.2,2021-02-13,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22028238/2021,B.1.429,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22028229/2021,B.1.2,2021-02-13,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22027012/2021,C.31,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22030710/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22026965/2021,B.1.311,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22030188/2021,B.1.429,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029615/2021,B.1.429,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029752/2021,B.1.1.222,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22028528/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029524/2021,B.1.1.222,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22028402/2021,B.1.1.434,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22029420/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054140/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22053982/2021,B.1.427,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22051729/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054778/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054934/2021,B.1.2,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054044/2021,B.1.232,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054668/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054847/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054933/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054488/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054767/2021,B.1.2,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22052937/2021,B.1.2,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22052422/2021,B.1.1.222,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054920/2021,B.1.1.519,2021-02-15,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22053984/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22055143/2021,P.2,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22052934/2021,B.1.429,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054256/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054881/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054779/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22052773/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054494/2021,B.1.2,2021-02-14,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22053902/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22054036/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22053906/2021,B.1.311,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017019/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017020/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017028/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017029/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017031/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017032/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017105/2021,B.1.1.519,2021-02-12,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017106/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017843/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017846/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0017858/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018019/2021,B.1.429,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018104/2021,B.1.1,2021-02-13,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018107/2021,B.1.2,2021-02-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018124/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018125/2021,B.1.1.519,2021-02-12,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018126/2021,B.1.2,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0018323/2021,B.1.2,2021-02-15,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0019065/2021,B.1.2,2021-02-13,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0019069/2021,B.1.517,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0019072/2021,B.1.427,2021-02-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0014170/2021,B.1.2,2021-02-08,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0014166/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0014168/2021,B.1.429,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0015279/2021,B.1.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0015287/2021,B.1.2,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0015464/2021,B.1.429,2021-02-09,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0015290/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0016674/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0016678/2021,B.1.596,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0016730/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0016732/2021,B.1.2,2021-02-11,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0016879/2021,B.1.2,2021-02-10,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-Yale-1576/2021,B.1.1.7,2021-02-11,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-Yale-1579/2021,B.1.525,2021-02-10,True,False,False,False,False,False,False,False,True
hCoV-19/USA/IL-Yale-1592/2021,B.1.1.7,2021-02-13,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-Yale-1595/2021,B.1.1.7,2021-02-12,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX22207154/2021,B.1.189,2021-02-18,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205780/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208504/2021,B.1.429,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22206134/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205862/2021,B.1.427,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205714/2021,B.1.429,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205816/2021,B.1.568,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22207801/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22206132/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214239/2021,B.1.429,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208362/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208008/2021,B.1.1.348,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208628/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208252/2021,B.1.565,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214667/2021,B.1.36.31,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214230/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214871/2021,B.1.596,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214318/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22207997/2021,B.1.427,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208323/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214800/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22215115/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208009/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208196/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214732/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208364/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22207158/2021,B.1.429,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208500/2021,B.1.429,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208655/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22208317/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22207717/2021,B.1.596,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214323/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205873/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205596/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205724/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22206447/2021,B.1.609,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205866/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22204735/2021,B.1.1.519,2021-02-18,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22204768/2021,B.1.1.519,2021-02-18,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205371/2021,B.1.1.432,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22215116/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205478/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205682/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214958/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214985/2021,B.1.565,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214971/2021,B.1.429,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205075/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22207898/2021,B.1.324,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214945/2021,B.1.1.519,2021-02-18,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214924/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214777/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22206336/2021,B.1.2,2021-02-19,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214954/2021,B.1.429,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205223/2021,B.1.588,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214888/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205635/2021,P.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22214890/2021,B.1.1.519,2021-02-19,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205885/2021,B.1.240,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22205357/2021,B.1.2,2021-02-19,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22207649/2021,B.1.2,2021-02-18,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22251785/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22251759/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22251797/2021,B.1.2,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22251698/2021,B.1.2,2021-02-17,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22251792/2021,B.1.429,2021-02-17,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX22025331/2021,B.1.1.7,2021-02-12,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX22026411/2021,B.1.1.7,2021-02-12,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-Q4Q8-9004/2021,B.1.2,2021-02-23,True,False,False,False,False,False,False,False,False
